Text	Emotion
Ralf the pedlar stood in the centre of the drawbridge , a pleased smile stretching from ear to ear . 	2
My fianceleft me for my best friend.	4
When my brother-in-law's brother stole my clothes when my brother-in-law and I had gone to cut wood for the fire.	0
If she didn't know him better , she would have said he was cross with her . 	0
On the cliff by the sea, the silence and the sudden voice of a bird.(swans of the bay)	2
 Is it ? 	3
I had been in love with a certain young man who pretended to love me but one day I found out that he had another girlfriend who was also a friend of mine.	0
When I read the diary of the girl with whom I was living, it was about another boy with whom she had been going around some time back.	4
When a friend and me played a joke on our boyfriends.  Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend.  He embarassed me in front of a crowd.	0
 I'm sorry man . I didn't know . I didn't mean to screw anything up . 	4
When, for example, I was in my eleventh school year and I learned I had been classed for the Bulgarian Language and Literature National Olympiad.	2
They were delighted with the turnout of spectators and the general organisations by local authorities . 	2
 That wouldn ’ t be a lie ! 	0
 I want to have a picnic with my friends , Mum . 	3
I am ecstatic about this , it is like winning my first cap not my 23rd . " 	2
He looks offended when I tell him he is perceived as a man 's man . 	0
Did well in an exam just before my father's birthday: the best present I can give to my father.	2
` Are you telling me you were concerned for my soul ? " she mocked . 	1
When I played in a chess championship, I was disturbed by other people. I asked them to be quiet, but in vain.	0
 Who is he marring ? 	3
If this happened they would be terror-stricken . 	1
Receiving understanding from within self of a subject I had previously wished to understand better.	2
 Isn't there anything that sounds fishy ? 	0
The day the Real Madrid team of basket ball qualified for the final at Athens.	2
The breaking up of a long lasting relationship.	4
 is an  that one’s #penis will withdraw into ones abdomen, seen only in Malaya and other regions of southern #Asia.&#xA;.	1
 By plane . 	3
She had assumed that because mother hadn't wept or shown grief that her father hadn't been loved by anyone but herself and her father 's parents , who wept copiously . 	4
 Of course . 	3
 This one . 	3
John had been moved to Norfolk and promoted to Corporal and he wrote to Anne nearly every day , loving letters which helped to make her grief for her mother more bearable . 	4
Had a coffee about 2 hours ago and I'm coming up like a bastard with the and jitters now! Need 2 naggins to calm me down !!!	1
 It ’ s infuriating . I have to be in Rome by five . 	0
My joy knew no bounds when I was selected for a job even before having finished my studies.	2
Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support.	0
Fighting with class mates in Highschool.	1
 Thank you . 	3
When I was told that my daughter, who is at a boarding school, was very ill and that they needed me there the same day.	1
 It's interesting , I like being an editor . 	2
 A man robbed me today . 	0
 Can you tell me why you like it ? 	3
 Of course , I like . 	2
` We feel very strongly about that and that the law should be changed for future children , so that they should be spared the anguish of separation and no contact at all . " 	4
But , not surprisingly , many parents continue to feel anxious , tense and sad about their children . 	4
He was angry about class , hypocrisy and the establishment . 	0
My grandmother died over the summer. I knew her very well, she baked great biscuits. She was in the hospital but expected to improve and go home soon. She died in her sleep.	4
 Let me see . How about 6:30 at the gate of the club ? 	2
When I failed my Standard 8 Examination for the first time.	4
 And Lisa . 	3
` I was so mad when your father tried to twist my arm . 	0
I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district.	1
When a student of mine (at music) performed and played remarkably well.	2
 I want to take them to court . 	0
In the end , the poems must be read as expressions of sheer delight in friendship . 	2
Loneliness, being uncertain of myself in the Autumn.	4
Listening to the opening bars of Tchaikovsdy's symphony No.2 fourth movement at my sister's wedding.	2
 May I ask you for a dance ? 	2
When my mother died.	4
 I'm afraid you can't . You'll have to go out there and walk around . 	4
 I wish he could understand . You know what , if this goes on , I think I will get stick like everybody else . 	0
When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur.	2
During a dance someone slashed my tires and dumped paint on my car. I had four other friends with me that I drove and furthermore it was raining.	0
That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.	0
 no , why ? 	3
 That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right ! 	0
Death of paternal grandmother to whom I was very close - died of cancer.	4
 Well , the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge . I left the airport three hours later than I expected and then I was caught in a traffic jam . When I finally got home , I was totally exhausted . But I found the elevator was out of service due to a blackout . 	3
